id,Year,Month number,Offence category,Offence type,Reporting region ,Statistical Area 2,Number of offences
1131,2009,11,Acts intended to cause injury,Assault,Palmerston,-,2
1132,2009,11,Acts intended to cause injury,Assault,Darwin,-,34
1133,2009,11,Acts intended to cause injury,Assault,Palmerston,-,7
1134,2009,11,Acts intended to cause injury,Assault,Darwin,-,4
1135,2009,11,Acts intended to cause injury,Assault,Palmerston,-,1
1136,2009,11,Acts intended to cause injury,Assault,Darwin,-,19
1137,2009,11,Acts intended to cause injury,Assault,Palmerston,-,3
1138,2009,11,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,1
1139,2009,11,Commercial break-ins,Commercial break-ins actual,Darwin,-,65
1140,2009,11,Commercial break-ins,Commercial break-ins actual,NT Balance,Howard Springs,1
1141,2009,11,Commercial break-ins,Commercial break-ins actual,Palmerston,-,10
1142,2009,11,Commercial break-ins,Commercial break-ins attempted,Darwin,-,5
1143,2009,11,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,2
1144,2009,11,House break-ins,House break-ins actual,Darwin,-,55
1145,2009,11,House break-ins,House break-ins actual,Palmerston,-,8
1146,2009,11,House break-ins,House break-ins attempted,Darwin,-,11
1147,2009,11,House break-ins,House break-ins attempted,Palmerston,-,5
1148,2009,11,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,34
1149,2009,11,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,11
1150,2009,11,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,72
1151,2009,11,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,2
1152,2009,11,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
1153,2009,11,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,14
1154,2009,11,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,2
1155,2009,11,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,2
1156,2009,11,Property Damage Offences,Property damage offences,Darwin,-,287
1157,2009,11,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,6
1158,2009,11,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,6
1159,2009,11,Property Damage Offences,Property damage offences,Palmerston,-,100
1160,2009,11,Robbery - extortion and related offences,Robbery,Darwin,-,3
1161,2009,11,Sexual Assault and related offences,Non-assaultive sexual offences,Palmerston,-,1
1162,2009,11,Sexual Assault and related offences,Sexual assault,Darwin,-,8
1163,2009,11,Sexual Assault and related offences,Sexual assault,NT Balance,Howard Springs,2
1164,2009,11,Sexual Assault and related offences,Sexual assault,Palmerston,-,3
1165,2009,11,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,317
1166,2009,11,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,3
1167,2009,11,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,6
1168,2009,11,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,76
1169,2009,12,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,1
1170,2009,12,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,6
1171,2009,12,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,4
1172,2009,12,Acts intended to cause injury,Assault,Darwin,-,29
1173,2009,12,Acts intended to cause injury,Assault,NT Balance,Howard Springs,2
1174,2009,12,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
1175,2009,12,Acts intended to cause injury,Assault,Palmerston,-,19
1176,2009,12,Acts intended to cause injury,Assault,Darwin,-,50
1177,2009,12,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
1178,2009,12,Acts intended to cause injury,Assault,Palmerston,-,9
1179,2009,12,Acts intended to cause injury,Assault,Darwin,-,6
1180,2009,12,Acts intended to cause injury,Assault,Palmerston,-,4
1181,2009,12,Acts intended to cause injury,Assault,Darwin,-,35
1182,2009,12,Acts intended to cause injury,Assault,Palmerston,-,6
1183,2009,12,Acts intended to cause injury,Assault,Darwin,-,7
1184,2009,12,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
1185,2009,12,Acts intended to cause injury,Assault,Palmerston,-,5
1186,2009,12,Acts intended to cause injury,Assault,Darwin,-,11
1187,2009,12,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
1188,2009,12,Acts intended to cause injury,Assault,Palmerston,-,5
1189,2009,12,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,1
1190,2009,12,Commercial break-ins,Commercial break-ins actual,Darwin,-,56
1191,2009,12,Commercial break-ins,Commercial break-ins actual,NT Balance,Howard Springs,3
1192,2009,12,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,6
1193,2009,12,Commercial break-ins,Commercial break-ins actual,Palmerston,-,7
1194,2009,12,Commercial break-ins,Commercial break-ins attempted,Darwin,-,6
1195,2009,12,Commercial break-ins,Commercial break-ins attempted,NT Balance,Howard Springs,1
1196,2009,12,Commercial break-ins,Commercial break-ins attempted,NT Balance,Humpty Doo,1
1197,2009,12,House break-ins,House break-ins actual,Darwin,-,76
1198,2009,12,House break-ins,House break-ins actual,Palmerston,-,12
1199,2009,12,House break-ins,House break-ins attempted,Darwin,-,8
1200,2009,12,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,36
1201,2009,12,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,1
1202,2009,12,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,1
1203,2009,12,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,9
1204,2009,12,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,73
1205,2009,12,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,1
1206,2009,12,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
1207,2009,12,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,14
1208,2009,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,1
1209,2009,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,1
1210,2009,12,Property Damage Offences,Property damage offences,Darwin,-,295
1211,2009,12,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,4
1212,2009,12,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,8
1213,2009,12,Property Damage Offences,Property damage offences,Palmerston,-,89
1214,2009,12,Robbery - extortion and related offences,Robbery,Darwin,-,12
1215,2009,12,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,1
1216,2009,12,Sexual Assault and related offences,Sexual assault,Darwin,-,10
1217,2009,12,Sexual Assault and related offences,Sexual assault,Palmerston,-,3
1218,2009,12,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,278
1219,2009,12,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,10
1220,2009,12,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,10
1221,2009,12,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,68
1222,2010,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,2
1223,2010,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,1
1224,2010,1,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,10
1225,2010,1,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Howard Springs,1
1226,2010,1,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Humpty Doo,1
1227,2010,1,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,3
1228,2010,1,Acts intended to cause injury,Assault,Darwin,-,34
1229,2010,1,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
1230,2010,1,Acts intended to cause injury,Assault,Palmerston,-,22
1231,2010,1,Acts intended to cause injury,Assault,Darwin,-,59
1232,2010,1,Acts intended to cause injury,Assault,Palmerston,-,11
1233,2010,1,Acts intended to cause injury,Assault,Darwin,-,7
1234,2010,1,Acts intended to cause injury,Assault,Palmerston,-,1
1235,2010,1,Acts intended to cause injury,Assault,Darwin,-,25
1236,2010,1,Acts intended to cause injury,Assault,Palmerston,-,7
1237,2010,1,Acts intended to cause injury,Assault,Darwin,-,7
1238,2010,1,Acts intended to cause injury,Assault,Palmerston,-,5
1239,2010,1,Acts intended to cause injury,Assault,Darwin,-,10
1240,2010,1,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
1241,2010,1,Acts intended to cause injury,Assault,Palmerston,-,4
1242,2010,1,Commercial break-ins,Commercial break-ins actual,Darwin,-,43
1243,2010,1,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,2
1244,2010,1,Commercial break-ins,Commercial break-ins actual,Palmerston,-,2
1245,2010,1,Commercial break-ins,Commercial break-ins attempted,Darwin,-,5
1246,2010,1,Commercial break-ins,Commercial break-ins attempted,NT Balance,Howard Springs,2
1247,2010,1,Commercial break-ins,Commercial break-ins attempted,NT Balance,Humpty Doo,3
1248,2010,1,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,4
1249,2010,1,House break-ins,House break-ins actual,Darwin,-,104
1250,2010,1,House break-ins,House break-ins actual,NT Balance,Humpty Doo,1
1251,2010,1,House break-ins,House break-ins actual,Palmerston,-,21
1252,2010,1,House break-ins,House break-ins attempted,Darwin,-,25
1253,2010,1,House break-ins,House break-ins attempted,Palmerston,-,8
1254,2010,1,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,50
1255,2010,1,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,1
1256,2010,1,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,1
1257,2010,1,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,15
1258,2010,1,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,94
1259,2010,1,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,2
1260,2010,1,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
1261,2010,1,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,32
1262,2010,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,1
1263,2010,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Humpty Doo,1
1264,2010,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,1
1265,2010,1,Property Damage Offences,Property damage offences,Darwin,-,458
1266,2010,1,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,2
1267,2010,1,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,12
1268,2010,1,Property Damage Offences,Property damage offences,Palmerston,-,127
1269,2010,1,Robbery - extortion and related offences,Robbery,Darwin,-,5
1270,2010,1,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,1
1271,2010,1,Sexual Assault and related offences,Non-assaultive sexual offences,NT Balance,Humpty Doo,1
1272,2010,1,Sexual Assault and related offences,Sexual assault,Darwin,-,7
1273,2010,1,Sexual Assault and related offences,Sexual assault,Palmerston,-,2
1274,2010,1,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,339
1275,2010,1,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,3
1276,2010,1,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,11
1277,2010,1,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,105
1278,2010,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,2
1279,2010,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,2
1280,2010,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,3
1281,2010,2,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,11
1282,2010,2,Acts intended to cause injury,Assault,Darwin,-,37
1283,2010,2,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
1284,2010,2,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
1285,2010,2,Acts intended to cause injury,Assault,Palmerston,-,9
1286,2010,2,Acts intended to cause injury,Assault,Darwin,-,62
1287,2010,2,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
1288,2010,2,Acts intended to cause injury,Assault,Palmerston,-,10
1289,2010,2,Acts intended to cause injury,Assault,Darwin,-,9
1290,2010,2,Acts intended to cause injury,Assault,Palmerston,-,1
